,FileName,Class
0,1-E1-Major 00.wav,Sound_Guitar
1,1-E1-Major 01.wav,Sound_Guitar
2,1-E1-Major 02.wav,Sound_Guitar
3,1-E1-Major 03.wav,Sound_Guitar
4,1-E1-Major 04.wav,Sound_Guitar
5,1-E1-Major 05.wav,Sound_Guitar
6,1-E1-Major 06.wav,Sound_Guitar
7,1-E1-Major 07.wav,Sound_Guitar
8,1-E1-Major 08.wav,Sound_Guitar
9,1-E1-Major 09.wav,Sound_Guitar
10,1-E1-Major 10.wav,Sound_Guitar
11,2-E1-Minor 00.wav,Sound_Guitar
12,2-E1-Minor 01.wav,Sound_Guitar
13,2-E1-Minor 02.wav,Sound_Guitar
14,2-E1-Minor 03.wav,Sound_Guitar
15,2-E1-Minor 04.wav,Sound_Guitar
16,2-E1-Minor 05.wav,Sound_Guitar
17,2-E1-Minor 06.wav,Sound_Guitar
18,2-E1-Minor 07.wav,Sound_Guitar
19,2-E1-Minor 08.wav,Sound_Guitar
20,AR_A_fret_0-20.wav,Sound_Guitar
21,AR_A_muted5.wav,Sound_Guitar
22,AR_B_fret_0-20.wav,Sound_Guitar
23,AR_B_muted5.wav,Sound_Guitar
24,AR_DN_III_VIII_XIV.wav,Sound_Guitar
25,AR_D_fret_0-20.wav,Sound_Guitar
26,AR_D_muted5.wav,Sound_Guitar
27,AR_E1_fret_0-20.wav,Sound_Guitar
28,AR_E1_muted5.wav,Sound_Guitar
29,AR_E_fret_0-20.wav,Sound_Guitar
30,AR_E_muted5.wav,Sound_Guitar
31,AR_G_fret_0-20.wav,Sound_Guitar
32,AR_G_muted5.wav,Sound_Guitar
33,AR_G_V_bending.wav,Sound_Guitar
34,AR_G_V_slide.wav,Sound_Guitar
35,AR_Lick10_FN.wav,Sound_Guitar
36,AR_Lick10_KN.wav,Sound_Guitar
37,AR_Lick10_MN.wav,Sound_Guitar
38,AR_Lick11_FN.wav,Sound_Guitar
39,AR_Lick11_KN.wav,Sound_Guitar
40,AR_Lick11_MN.wav,Sound_Guitar
41,AR_Lick12_FN.wav,Sound_Guitar
42,AR_Lick12_KN.wav,Sound_Guitar
43,AR_Lick12_MN.wav,Sound_Guitar
44,AR_Lick1_FN.wav,Sound_Guitar
45,AR_Lick1_FN_Lage.wav,Sound_Guitar
46,AR_Lick1_FVSDN.wav,Sound_Guitar
47,AR_Lick1_KN.wav,Sound_Guitar
48,AR_Lick1_KVSDN.wav,Sound_Guitar
49,AR_Lick1_MN.wav,Sound_Guitar
50,AR_Lick1_MVSDN.wav,Sound_Guitar
51,AR_Lick2_FN.wav,Sound_Guitar
52,AR_Lick2_FVSH.wav,Sound_Guitar
53,AR_Lick2_KN.wav,Sound_Guitar
54,AR_Lick2_KN_Lage.wav,Sound_Guitar
55,AR_Lick2_KVSH.wav,Sound_Guitar
56,AR_Lick2_MN.wav,Sound_Guitar
57,AR_Lick2_MVSH.wav,Sound_Guitar
58,AR_Lick3_FN.wav,Sound_Guitar
59,AR_Lick3_FSBDN.wav,Sound_Guitar
60,AR_Lick3_KN.wav,Sound_Guitar
61,AR_Lick3_KSBDN.wav,Sound_Guitar
62,AR_Lick3_MN.wav,Sound_Guitar
63,AR_Lick3_MN_Lage.wav,Sound_Guitar
64,AR_Lick3_MSBDN.wav,Sound_Guitar
65,AR_Lick4_FBSH.wav,Sound_Guitar
66,AR_Lick4_FN.wav,Sound_Guitar
67,AR_Lick4_FN_Lage2.wav,Sound_Guitar
68,AR_Lick4_KBSH.wav,Sound_Guitar
69,AR_Lick4_KN.wav,Sound_Guitar
70,AR_Lick4_MBSH.wav,Sound_Guitar
71,AR_Lick4_MN.wav,Sound_Guitar
72,AR_Lick5_FBVDN.wav,Sound_Guitar
73,AR_Lick5_FN.wav,Sound_Guitar
74,AR_Lick5_KBVDN.wav,Sound_Guitar
75,AR_Lick5_KN.wav,Sound_Guitar
76,AR_Lick5_KN_Lage2.wav,Sound_Guitar
77,AR_Lick5_MBVDN.wav,Sound_Guitar
78,AR_Lick5_MN.wav,Sound_Guitar
79,AR_Lick6_FHBV.wav,Sound_Guitar
80,AR_Lick6_FN.wav,Sound_Guitar
81,AR_Lick6_KHBV.wav,Sound_Guitar
82,AR_Lick6_KN.wav,Sound_Guitar
83,AR_Lick6_MHBV.wav,Sound_Guitar
84,AR_Lick6_MN.wav,Sound_Guitar
85,AR_Lick6_MN_Lage2.wav,Sound_Guitar
86,AR_Lick7_FN.wav,Sound_Guitar
87,AR_Lick7_FN_Lage.wav,Sound_Guitar
88,AR_Lick7_KN.wav,Sound_Guitar
89,AR_Lick7_KN_Lage.wav,Sound_Guitar
90,AR_Lick7_MN.wav,Sound_Guitar
91,AR_Lick7_MN_Lage.wav,Sound_Guitar
92,AR_Lick8_FN.wav,Sound_Guitar
93,AR_Lick8_KN.wav,Sound_Guitar
94,AR_Lick8_MN.wav,Sound_Guitar
95,AR_Lick9_FN.wav,Sound_Guitar
96,AR_Lick9_FN_Lage.wav,Sound_Guitar
97,AR_Lick9_KN.wav,Sound_Guitar
98,AR_Lick9_KN_Lage.wav,Sound_Guitar
99,AR_Lick9_MN.wav,Sound_Guitar
100,AR_Lick9_MN_Lage.wav,Sound_Guitar
101,AR_NH_IV.wav,Sound_Guitar
102,AR_NH_IX.wav,Sound_Guitar
103,AR_NH_V.wav,Sound_Guitar
104,AR_NH_VII.wav,Sound_Guitar
105,AR_NH_XII.wav,Sound_Guitar
106,AR_V_vibrato_slow-fast.wav,Sound_Guitar
107,classical_1_60BPM.wav,Sound_Guitar
108,classical_1_80BPM.wav,Sound_Guitar
109,classical_2_50BPM.wav,Sound_Guitar
110,classical_2_60BPM.wav,Sound_Guitar
111,classical_3_50BPM.wav,Sound_Guitar
112,classical_3_60BPM.wav,Sound_Guitar
113,classical_4_60BPM.wav,Sound_Guitar
114,classical_4_80BPM.wav,Sound_Guitar
115,classical_5_100BPM.wav,Sound_Guitar
116,classical_5_70BPM.wav,Sound_Guitar
117,classical_6_100BPM.wav,Sound_Guitar
118,classical_6_75BPM.wav,Sound_Guitar
119,classical_7_50BPM.wav,Sound_Guitar
120,classical_7_60BPM.wav,Sound_Guitar
121,classical_8_100BPM.wav,Sound_Guitar
122,classical_8_120BPM.wav,Sound_Guitar
123,country_1_110BPM.wav,Sound_Guitar
124,country_1_150BPM.wav,Sound_Guitar
125,country_2_110BPM.wav,Sound_Guitar
126,country_2_150BPM.wav,Sound_Guitar
127,country_3_100BPM.wav,Sound_Guitar
128,country_3_120BPM.wav,Sound_Guitar
129,country_4_100BPM.wav,Sound_Guitar
130,country_4_80BPM.wav,Sound_Guitar
131,country_5_100BPM.wav,Sound_Guitar
132,country_5_80BPM.wav,Sound_Guitar
133,folk_1_110BPM.wav,Sound_Guitar
134,folk_1_80BPM.wav,Sound_Guitar
135,folk_2_100BPM.wav,Sound_Guitar
136,folk_2_75BPM.wav,Sound_Guitar
137,folk_3_130BPM.wav,Sound_Guitar
138,folk_3_180BPM.wav,Sound_Guitar
139,FS_A_fret_0-20.wav,Sound_Guitar
140,FS_A_muted5.wav,Sound_Guitar
141,FS_B_fret_0-20.wav,Sound_Guitar
142,FS_B_muted5.wav,Sound_Guitar
143,FS_DN_III_VIII_XIV.wav,Sound_Guitar
144,FS_D_fret_0-20.wav,Sound_Guitar
145,FS_D_muted5.wav,Sound_Guitar
146,FS_E1_fret_0-20.wav,Sound_Guitar
147,FS_E1_muted5.wav,Sound_Guitar
148,FS_E_fret_0-20.wav,Sound_Guitar
149,FS_E_muted5.wav,Sound_Guitar
150,FS_G_fret_0-20.wav,Sound_Guitar
151,FS_G_muted5.wav,Sound_Guitar
152,FS_G_V_bending.wav,Sound_Guitar
153,FS_G_V_slide.wav,Sound_Guitar
154,FS_Lick10_FN.wav,Sound_Guitar
155,FS_Lick10_KN.wav,Sound_Guitar
156,FS_Lick10_MN.wav,Sound_Guitar
157,FS_Lick11_FN.wav,Sound_Guitar
158,FS_Lick11_KN.wav,Sound_Guitar
159,FS_Lick11_MN.wav,Sound_Guitar
160,FS_Lick12_FN.wav,Sound_Guitar
161,FS_Lick12_KN.wav,Sound_Guitar
162,FS_Lick12_MN.wav,Sound_Guitar
163,FS_Lick1_FN.wav,Sound_Guitar
164,FS_Lick1_FN_Lage.wav,Sound_Guitar
165,FS_Lick1_FVSDN.wav,Sound_Guitar
166,FS_Lick1_KN.wav,Sound_Guitar
167,FS_Lick1_KVSDN.wav,Sound_Guitar
168,FS_Lick1_MN.wav,Sound_Guitar
169,FS_Lick1_MVSDN.wav,Sound_Guitar
170,FS_Lick2_FN.wav,Sound_Guitar
171,FS_Lick2_FVSH.wav,Sound_Guitar
172,FS_Lick2_KN.wav,Sound_Guitar
173,FS_Lick2_KN_Lage.wav,Sound_Guitar
174,FS_Lick2_KVSH.wav,Sound_Guitar
175,FS_Lick2_MN.wav,Sound_Guitar
176,FS_Lick2_MVSH.wav,Sound_Guitar
177,FS_Lick3_FN.wav,Sound_Guitar
178,FS_Lick3_FSBDN.wav,Sound_Guitar
179,FS_Lick3_KN.wav,Sound_Guitar
180,FS_Lick3_KSBDN.wav,Sound_Guitar
181,FS_Lick3_MN.wav,Sound_Guitar
182,FS_Lick3_MN_Lage.wav,Sound_Guitar
183,FS_Lick3_MSBDN.wav,Sound_Guitar
184,FS_Lick4_FBSH.wav,Sound_Guitar
185,FS_Lick4_FN.wav,Sound_Guitar
186,FS_Lick4_FN_Lage2.wav,Sound_Guitar
187,FS_Lick4_KBSH.wav,Sound_Guitar
188,FS_Lick4_KN.wav,Sound_Guitar
189,FS_Lick4_MBSH.wav,Sound_Guitar
190,FS_Lick4_MN.wav,Sound_Guitar
191,FS_Lick5_FBVDN.wav,Sound_Guitar
192,FS_Lick5_FN.wav,Sound_Guitar
193,FS_Lick5_KBVDN.wav,Sound_Guitar
194,FS_Lick5_KN.wav,Sound_Guitar
195,FS_Lick5_KN_Lage2.wav,Sound_Guitar
196,FS_Lick5_MBVDN.wav,Sound_Guitar
197,FS_Lick5_MN.wav,Sound_Guitar
198,FS_Lick6_FHBV.wav,Sound_Guitar
199,FS_Lick6_FN.wav,Sound_Guitar
200,FS_Lick6_KHBV.wav,Sound_Guitar
201,FS_Lick6_KN.wav,Sound_Guitar
202,FS_Lick6_MHBV.wav,Sound_Guitar
203,FS_Lick6_MN.wav,Sound_Guitar
204,FS_Lick6_MN_Lage2.wav,Sound_Guitar
205,FS_Lick7_FN.wav,Sound_Guitar
206,FS_Lick7_FN_Lage.wav,Sound_Guitar
207,FS_Lick7_KN.wav,Sound_Guitar
208,FS_Lick7_KN_Lage.wav,Sound_Guitar
209,FS_Lick7_MN.wav,Sound_Guitar
210,FS_Lick7_MN_Lage.wav,Sound_Guitar
211,FS_Lick8_FN.wav,Sound_Guitar
212,FS_Lick8_KN.wav,Sound_Guitar
213,FS_Lick8_MN.wav,Sound_Guitar
214,FS_Lick9_FN.wav,Sound_Guitar
